Wavelength,Spectra
303.39,8.96E+06
303.44,1.14E+07
303.48,1.33E+07
303.52,1.50E+07
303.56,1.66E+07
303.61,1.81E+07
303.65,1.90E+07
303.69,1.98E+07
303.73,2.06E+07
303.78,2.19E+07
303.82,2.35E+07
303.86,2.57E+07
303.9,2.85E+07
303.95,3.28E+07
303.99,3.67E+07
304.03,4.05E+07
304.07,4.39E+07
304.12,4.70E+07
304.16,4.84E+07
304.2,4.87E+07
304.24,4.79E+07
304.29,4.60E+07
304.33,4.41E+07
304.37,4.24E+07
304.41,4.12E+07
304.46,4.07E+07
304.5,4.13E+07
304.54,4.25E+07
304.58,4.41E+07
304.63,4.59E+07
304.67,4.66E+07
304.71,4.65E+07
304.75,4.52E+07
304.8,4.20E+07
304.84,3.83E+07
304.88,3.39E+07
304.92,2.91E+07
304.97,2.32E+07
305.01,1.90E+07
305.05,1.54E+07
305.09,1.28E+07
305.14,1.09E+07
305.18,1.05E+07
305.22,1.10E+07
305.26,1.24E+07
305.31,1.48E+07
305.35,1.72E+07
305.39,1.98E+07
305.43,2.22E+07
305.48,2.47E+07
305.52,2.61E+07
305.56,2.70E+07
305.6,2.72E+07
305.65,2.66E+07
305.69,2.57E+07
305.73,2.46E+07
305.77,2.36E+07
305.82,2.28E+07
305.86,2.28E+07
305.9,2.38E+07
305.94,2.59E+07
305.99,3.04E+07
306.03,3.57E+07
306.07,4.25E+07
306.11,5.07E+07
306.16,6.28E+07
306.2,7.33E+07
306.24,8.40E+07
306.28,9.41E+07
306.33,1.05E+08
306.37,1.11E+08
306.41,1.15E+08
306.45,1.15E+08
306.5,1.11E+08
306.54,1.04E+08
306.58,9.53E+07
306.62,8.53E+07
306.67,7.24E+07
306.71,6.27E+07
306.75,5.43E+07
306.79,4.77E+07
306.84,4.23E+07
306.88,4.03E+07
306.92,4.03E+07
306.96,4.21E+07
307.01,4.66E+07
307.05,5.19E+07
307.09,5.87E+07
307.13,6.66E+07
307.18,7.80E+07
307.22,8.77E+07
307.26,9.73E+07
307.3,1.06E+08
307.35,1.15E+08
307.39,1.19E+08
307.43,1.21E+08
307.47,1.19E+08
307.52,1.13E+08
307.56,1.06E+08
307.6,9.77E+07
307.64,8.91E+07
307.69,7.93E+07
307.73,7.32E+07
307.77,6.90E+07
307.81,6.68E+07
307.86,6.64E+07
307.9,6.74E+07
307.94,6.88E+07
307.98,7.02E+07
308.03,7.14E+07
308.07,7.19E+07
308.11,7.20E+07
308.15,7.23E+07
308.2,7.35E+07
308.24,7.58E+07
308.28,7.96E+07
308.32,8.48E+07
308.37,9.28E+07
308.41,9.98E+07
308.45,1.06E+08
308.49,1.12E+08
308.54,1.16E+08
308.58,1.16E+08
308.62,1.13E+08
